;AKAP8L;ARID3B;ARNTL;ATF3;ATF4;BACH2;BATF;BATF3;BBX;CREM;E2F1;E4F1;EGR1;EGR2;ELF4;ELK1;ELK3;ETS2;ETV3;ETV6;FOS;FOSL1;FOXJ2;FOXO1;GATAD2B;GMEB1;GTF2B;GTF3A;HBP1;HSF2;IRF4;KLF13;KLF6;LHX4;LYL1;MAX;MEF2A;MNT;MXD1;MYBL1;MYBL2;MYPOP;NCOA3;NFX1;NR1D1;NR1H2;NR2C1;NR2F6;PKNOX1;PLSCR1;PRMT3;RARG;RBCK1;RBSN;RELB;RORC;SETDB1;SMYD3;SP4;SREBF1;SRF;STAT3;STAT6;TBX21;TET2;TFAP4;TFCP2;TFDP1;THAP1;TP53;TRERF1;TRPS1;WT1;YBX3;ZBTB16;ZBTB17;ZBTB3;ZBTB39;ZBTB40;ZBTB45;ZFP1;ZFP30;ZFP37;ZFP62;ZFP64;ZFP69B;ZFPM1;ZKSCAN4;ZKSCAN7;ZNF107;ZNF121;ZNF131;ZNF134;ZNF138;ZNF154;ZNF155;ZNF160;ZNF180;ZNF200;ZNF202;ZNF226;ZNF227;ZNF234;ZNF235;ZNF239;ZNF250;ZNF254;ZNF256;ZNF264;ZNF268;ZNF284;ZNF287;ZNF317;ZNF324;ZNF324B;ZNF329;ZNF337;ZNF33A;ZNF35;ZNF354B;ZNF354C;ZNF365;ZNF367;ZNF396;ZNF397;ZNF429;ZNF43;ZNF451;ZNF471;ZNF483;ZNF493;ZNF501;ZNF507;ZNF510;ZNF513;ZNF527;ZNF530;ZNF546;ZNF549;ZNF554;ZNF555;ZNF562;ZNF563;ZNF574;ZNF585A;ZNF586;ZNF589;ZNF599;ZNF615;ZNF619;ZNF620;ZNF621;ZNF629;ZNF649;ZNF669;ZNF672;ZNF675;ZNF718;ZNF746;ZNF766;ZNF776;ZNF777;ZNF784;ZNF787;ZNF789;ZNF79;ZNF808;ZNF823;ZNF827;ZNF844;ZNF879;ZNF880;ZSCAN12;ZSCAN2;ZSCAN20;ZSCAN21;ZXDC
ZNF493;0;0;0,001183795;0;0;0;0;-0,04605886;0,244914091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,120776709;0;0;0;0;0;0;0;0;0,149567209;0,017784883;0;0;0;0;0;0;0,003319186;0;0;0;0;0;0;0;0;0;0;0;0,001106763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,049749089;0;0;0;0;0;0;0;0;0;0,031649322;0;0;0;0;0;0;0;0;0,003163275;0;0;0,062515388;0;0;0;0;0;0;0;0;0;0,001200311;0;0;0;0;0;0;0;0;0;0,100100404;0;-0,012578596;0;0;0;0;0;0,073602913;0,070454904;0;0;0;0;-1;0,015777294;0;0,020722882;0;0;0;0,017662103;0;0;0;0,081486605;0;0;0,052151996;0;0,008235266;0;0;0;0;0,038337572;0;0;0;-0,097651741;0;0;0;0;0;0;0;-0,001320223;0;0;0,032030612;0;0,07301534;0;0;0,058835483;0;0;0;0;0
ZNF501;0;0;0;0;0;0;0;0;0;0;0;0;0,082242507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,042555656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,239509958;0;0;0;0;0,010052565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009877128;0,124810107;0;0,042328983;0;0;0,031789535;0;0;0;0;0;0;0;0;0;0,023839087;0;0;0;0;0;0,024796839;0;0;0,086642501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,136518632;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,069099522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF507;0,029682896;0;0,061832772;0;0;0,031074662;0;0;0;0;0,000213518;0;0;0;0;0;0;0;0,050791391;0;0;0;0;0;0;0,061185183;0;0;0;0;-0,051111461;0,074651115;0;0;0;0;0,049145208;0;0,012070909;0,001781656;0;0;0,1031027;0;0;-0,10972619;0;-0,050232658;0;0;0;0;-0,157253601;0;0;0;0;0;0,07045465;0;0;0;0;0;0,080229526;0;0;0;0;0;0;0;0;0;0;0;0;0,080463611;0,042541123;0;0;0;0;0;0;0;0;0;0;0,021611612;-0,06452939;0,001788748;0;0;0;0;0;0;0;0;0;0;0,023354133;0;0;0;0,041205046;0;0;0;0;0;0;0;0;0;0,006115937;0,091803666;0;0,023757012;0,028102736;0;0;0;0;0;0;0,139676755;0;0;0;0;-1;0;0;0;0;0;0;0;0;-0,015597993;0;0;0;0;0;0;0;0;0;0,016305499;0,000116682;0;0;0,002387112;0;0,035119887;0;0;0,036966543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,094694286;0;0;0;0;0;0,091193588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,279727948;0;0;0;0;0;0;0;0;-0,182042893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,091040186;0;0;0;0;0;0;0;0;0,056964556;0;0;0;0;0;0;0;0,043597467;0;0;0;0,07636088;0;0;0;0;0,052523219;0;0;0;0;0;0;0;0;0;0;0,146387593;0;0,013300332;0,049886733;0;0;0;0;0;0;0;0;0,007706568;0;0;0,071462619;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,002854357;0;0;0;0,058953652;0;0;0;0;0;0;0;0;0;0;0;0,022256057;0;0;0;0;0;0;0,071485095
ZNF513;0;0;0;0;0;0;0;0;0;0;0,053270299;0,080144666;0,002975885;0;0;0;0;0;-0,003199673;0;0;0;0;0;0;0;0;0;0;-8,97046E-05;0;0,071934356;0;0;0;0;0;0;0;0;0,086604038;0,040618873;0;0;0;0,108817283;0;0;0;0;0;0,003325324;0;0;-5,53092E-05;0;0;0;0;0,011616115;0,090832753;0;0,088910767;0;0;-0,034636014;0;0;0;0;0;0;0;0;0;0,01918867;0;0;0,001198331;0;0;0;0;0;0;0;0,005778798;0;0;-0,043712023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0,043630936;0;0;0;0;0,039063542;0;0;0;0;0;0;0;0;0,051737869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005116304
ZNF527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,104458849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,014861908;0;0;0;0;0;0;0;0;0;0,085473086;0;0;0;0;0;0;0;0;0;0;0;0;0,154241523;0;0;0,07004805;0;0;0;0;0;0;0;0,04854415;0;0;0;0;0,065176173;0;0;0;0;0;0;0;0;0,024904891;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0,084225575;0;0;0,095435017;0;0;0;0;0;0;0;0;0;0;0,14160304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF530;0;0;0;0;0;0;0;0;0;0,015973364;0;0;0,000699368;0;0;0;0;0;0;-0,104518854;0,048039023;0,072311547;0;0;0;0;0;0;7,69544E-05;0;0,00077377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027639462;-0,086510636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0,000918384;0,005761742;0;0,079847099;0;0;0;0;0;0;0,012795673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,000203451;0,011570829;0;0;0;0;0
ZNF546;0;0;0;0;0;0;0;0;0;0;0;0;0;0,051645214;0;0;0;0;0;0;0;0;0;0,103313872;0;0;0;0;0;0;0;0;0;0;0;0;0;0,139267732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,094208246;0;0;0,106999693;0,228603034;0;0;0;0;0,110583571;0;0;0;0;0;0,112064931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,108094029;0,133996993;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0,081908964;0;0;0;0;0;0;0;0,028001793;0,062218965;0;0;0,059838149;0;0;0;0;0;0;0;0;0;0;0,023820971;0;0;0;0;0;0;0;0;0;0;0;0
ZNF549;0;0;0;0;0;0;0;-0,043634277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,000876544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,075920513;0;0;0,132910956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,000177944;0;0,000121062;0;0;0,003908092;0;0;0;-3,16428E-05;0;0;0;0;0;0;0;0;0;0;0,079632353;0,006126855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,065184976;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,001031855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022144788;0;0,006557183;0;0;0,040654247;0
ZNF554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002843492;-0,003020223;0;0,158364516;0;0;0;0;0;0;0;0;0;0,018405343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,121312833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,90429E-06;0;0;0;0;0;0;0;0;0,006097157;0;0;0;0;0;0,001285346;0;0,197850511;0;0;0;0;0;0,125757078;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027528761;0,025847212;0;0;0;0;0,152970388;0;0;0;0;0;0;0;0;0;0;0;0;0,087821911;0;0;0;0;0,09253608;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0,072843471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,022544267;0
ZNF555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,084617449;0;0;0;0;0;0;0;0;0;0;0;0;0;0,033226579;0;0;0;0;0;0;0;0;0,079613226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,038715315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,068956102;0;0;0;0,074311969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,043039018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0,069871047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,058323451;0;0;0;0;0;0;0;0;0;0,000806055;0;0;0,042250666;0;0;0;0;0;0
ZNF562;0;0;0;0;-0,081006375;0;0;0;0;0;0;0;0;0;0;0;-0,002143277;0;0;0,017576987;0;0;0;0,038550239;0,09757506;0;-0,107614251;0;0;0;0,105528111;0,085712622;0,00797661;0;0;-0,124621689;-0,073004919;0,076467019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,080909392;0;0;0;0;0;0;0;0;0;0;0,080465843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,061890039;0,258384224;0,096894039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,01162959;0,008262891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008844004;0;0;0;0;0,04989412;0,062158794;0;-0,032556327;0;0,084621065;0;0;0;0;0;0;-1;0;0;0;0;0;0,000200416;0;0;0,011282283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF563;0;0;0;0;0,001229444;0;0;-0,066674827;0;0;0,054711414;0;0;0;0;0;0;0;0;0;0,008408876;0;0;0;0;0;0,158933553;0;0,107573241;0;0;-0,018931789;0;0;0;0;0;0;0;0;0;0,056577466;0;0;0;0;0;0;0;-0,072186236;0;0;0;0;0;0;0;0;-0,137287532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018375768;0;0;0;0;0;0;0;0;0;0;0;0;0,106438146;0;0,064431476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,045637623;0;0,069047983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,044153643;0;-1;0;0;0;0;0,053462865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,11927E-05;0;0;0,021519463;0;0,03967439;0;0;0;0
ZNF574;0;0,044263138;0;0;-0,123910192;-0,032495008;0;0;0;0;0;0,05162972;0;0;0;0,031668525;0;0;0;0;0;0;-0,010800179;0;0;0;0;0,142683286;0;0;0;0;0;0;0;0,068734242;0;0;0;0;-0,079545028;0;0;0;0,038478047;0,25059467;0;0;0;0;0;0,069142858;0,027648142;0;0;0;0;0;0;0;0;0,071060659;0;0;0,009287996;0;0;-0,018344449;0;0,036719207;0;0;0;0;0;0;0;0;0;0,077767064;0;0;0;0;0;0;-0,004699279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,000122618;0;0;0;0;0;0;0;0;0;0;-0,039571303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,065014286;0;-0,015097144;0;0,086472617;-0,034066132;0;0;0;0;0;0;0;0;0;0;-0,000180659;0;0;0;0,035042158;0
ZNF585A;0;-0,062690251;-0,087256461;0;0;0;0;-0,036583814;0;0,00126179;0;0;0;0;0;0;0;-0,029489527;0;0;0;0;0;0,037025736;0;-0,043996213;0;0;0,045755405;0;0;0;0;0;0;-0,016753238;0;0;0;-0,011174415;-0,035076641;0;0,003785229;0;0;0;0;0;-0,000503934;-0,045628609;0;0;0,096220131;-0,030600459;-0,057477008;0;0;0,05932094;0;0;0;0;0;0;0;0;0;0;0;0;-0,036227082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,001336505;0;0;0;0;0;0;0;0,007010736;0;0;0;0;0,064472519;0;0;0;0;0;0;0;0;0;0;0,053906043;0;0;0;0;0;0;0;0;0;0;0;0;0;0,034801981;0,000834429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,003220067;0;0;-1;-0,007274543;0;-0,020433833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,025403827;0;0;0,080656684;0;0;0;0;0
ZNF586;0;0;0;0;0,087480959;0;0;0;0;0;0;0,069112104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,072573862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,064379102;0;0;-0,102298241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,040569886;0;0;0,06139415;0;0;0;0;0;0;0;0;0,052621712;0;0;0;0,085528532;0;0;0,052144097;0;0;0;0;0;0,022691637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,026120301;0;0;0;0;0;0;0;0;0,031313458;-1;0,046648988;0,043262779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF589;0;0,065846827;0;0;0,077765357;0;2,65689E-05;0;0;0;0,053096547;0,032570207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,194809444;0;0;0,067764743;0;0;0;0;0;0;0,050206493;0;-0,010831289;0;0;0;0;0;0;0,0694397;0;0;-0,087211278;0;0;0;0;0;0;0;0;0;0,036508332;0;0;0,085897956;0;-0,026670521;0;0,000366307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,048270022;0;0;0;0;0;0;0;0;0,004970699;0;0;0;0;0;0;0;0;0;0;0;0;0,084956832;0;0;0;0,037359354;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002131841;0;0;0;0,066200731;0;0;0;0;0;0;0,061045022;0;6,92079E-05;0;0,035528255;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,027430317;0;0;0;0;0;0
ZNF599;0;0,000294283;0;0;0;0,047463069;0;0;0;0,00382789;0;0;0;0;0;0;-0,073218443;0;0;-0,039882329;0;0;0;0;0;0;-0,01156836;0;-0,000403849;0;4,33746E-05;0;0;0;0;0;-0,064810148;0;0;0;-0,070352619;0,185886238;0;-0,0657626;0;0;0;0;0;0,001191689;0;0;0,279360847;0;0;0;0;0;0;0;0;-0,093825855;0;0;0;0;0;0;0;0;0;0;0;0;0;0,077155276;0;0,004176937;-0,038471809;0;0;0;0;0;0;0,001521701;0;0;0;0;0;0;0;0;0;0;0,037509213;0;0;0,00050472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,098597245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001676484;0;0,064172471;0;0,080281228;0,039003475;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000569906;0;0;0;0;0;0;0;0;0;0;0
ZNF615;0;0;0;0;0;0;0;-0,071457089;0;0;0;0;0;0;0;0;0;0;0;0;-0,007700619;0;0;0;0;0;0;0;0,087171388;0;0;-0,10930884;0;0;-0,001774805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,000657716;0;0,09172426;0;0;0;0;0;0;0,115811226;0;0;0;0;0;0;0,063157605;0,013726153;0,185445916;0,045913542;0;0;0;0;0;0;0;0,013537842;0;-9,16819E-05;0;0;0;0;0;0;0;0,040866283;0;0,138717812;0;0;0;0;0;0;0;0;0,002086249;0,118207556;0;0;0;0;0;0;0;0,061996298;0;0;0;0;0;0;0;0;0;0;0;0;-1;-0,0034227;0;0;0;0;0;0;0;0;0;-0,153230723;0;0;0;0;0;0,011903547;0;0;0;-0,005160837;0;0;0;0;0;0;0
ZNF619;0;0;0;0;0;0;0;-0,006608286;0;0;0;0;0,037484661;0,001351871;0;0;0;0;0;0;0;0,009555202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,032730098;0;0;0;0;0;0;0,070313146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,061544931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,080850332;0,017924637;0;0,003004041;0;0;0;0;0;0;0,110497628;0;0;-0,000509257;0;0,073456149;0;0;0;0;0;0;-9,07388E-05;0,069024489;0;0;0;0,102261293;0;0;0,005114711;0;0,071912844;0;0;0;0,030353118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,078451754;0;0;0;0;0;0;0;0;0;0;0,069680273;-1;0,004991847;0,025648783;0;0;0,038823349;0;0;0;0;0;0;0;0;0;0;0;0,02996327;0;-6,66213E-06;1,32477E-05;0;0;0;0;-4,67042E-05;0;0
ZNF620;0;0;0;0;0;0;0;0,018839593;0;0;0;0;0;0;0;0;0;0;0;0;0,029551579;0,041770338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,085069311;0;0;0;0;0;0;0;0;0;0;-0,013340453;0;0;0;0,090065598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,028503097;0;0;0;0;0;0,000441994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,048227335;0;0;0;0;0;0;-0,000352247;0;0;0;0,031705577;0;0;0;0;0;0;0;0,13157115;0;0;0;0;0;0;0;0;0;0;0,01022751;0;0;0;0,131504206;0;0;0;0;0;0;0;0,046499046;-1;0,099558892;0;0;0;0;0;0;0;0,202087819;0;0;0;0;0;0;0,063015031;0,007209325;0;0;0;0;0;0;0;0;0
ZNF621;0;0;0;0;0;0;-0,085195045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,233230804;0;0;0;0;0;0;0;0;0;0;0;0;-0,043756713;0;0,084166313;0;0;-0,095459762;0,060201725;0;0;0;0;0;-0,165742916;0;0;0;0;0;0,081243492;0;0;0;0;0;0,059775494;0;0;0;0;0;0,038913857;-0,002196855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,054393802;0;0;0;0;0;0,082398237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,046806466;0;0,059642426;0;0;0;0;0;0,021580553;0;0,073408536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,004408676;0,003436737;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF629;0;0;0;0,012823577;0,340021321;0,218232509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,079562674;0;0;0;0;0;0;0;0;0;0;0;0,464763232;0;0;0;0;0;0;0,134014473;0;0;0;0;0;0;0;0;0;0,203117342;0;0;0;0,155566127;0;0;0;0;0;0;0;0,037549062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023384267;0,056479564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,032186349;0;0;0;0;0;0;0,066087436;0;0;0;0,201631646;0;0;0;0,013355095;0;0;0,083813693;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZNF649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,142469791;0;0;0;0,138026254;0,001442216;0;0;0,055610246;0;0;0;0;0;0;0;0;0;0;0;0;0;0,093300412;0;0;0;0;0;-0,094036172;0;0;0;0;0;0;0,001146921;0;0,128857591;0;0;0;0;0;0;0;0;0;0,071386782;0;0,047605194;0;0;0,061515384;0;0;0;0;0;0,073243777;-0,002441314;0,114349643;0;0;0;0;0;0,087960618;0,064974591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,075654454;0,191401385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023736997;0;0;0;-0,053787799;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0,018608422;0;0;0,098530425;0;0;0;0;0;0,053084754;0;0;0;0;0;0;0;0;0;0
ZNF669;0;0;0;0;0;3,17289E-05;0,062527298;0;0;0;0;0;0,035008523;0;0;0;0;0;0,044426473;0;0;0;0;-0,000199425;0;0,048342736;0,104585761;0;0;0;0;0,052896896;0,150558895;0,016710806;0;0;0;0,000124556;0;0;-0,019753662;0;0;0;0;-0,002191799;-0,000365411;0;0;0;0;0;0;0;0;0;0;0;0;-0,029431741;-0,109330826;0;-0,005109242;0;0,037990012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,18188E-05;0;0;0;0;-0,075950819;0;0;0,015936296;0;0,119459426;0;0,021272928;0;0;0;0;0;0;0;0;0;0;0;0;0,001794693;0;0;0;0;0;0;0;0;0;0;0;0;-0,000203553;0;0;0;0,001335818;0;0;0;0;-1;0;-3,94137E-05;0,051159539;0;0,190981272;0,003993858;0;0;0;0,047208704;0;0;0;0;0,026724631;0;0;0;0;0;0;0
ZNF672;0;0,065771996;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03805521;0;0;0;0;0;0;0;0;0;0;0;0,03231673;0;0;0;0;0;0;0;0;0;0;0;0;0,04445204;0,022016989;0;0;0;0,081412237;0;0,03797533;0;0;0;0;0,12865063;0;0,062687966;0;0;0;0;0;0;-0,000854045;0;0;0;0;0;0;0;-0,037841272;0;0;0;0;0;0;0;0;0;0,084204483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,055281029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,029626502;0;0;0;0;-0,01780636;0;0,033551254;0;0;0;0;0;0;0;0;0,04792476;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,032208739;0;0;0;0;0
ZNF675;0;0;0,078531502;0;0;0;0;0;0;0,102824752;-0,045261148;0;0;0;0;0;0;0;0,046177864;0;0;0;-0,034658793;-0,045212106;0;0;0;0;0;0;0;0;0;0;0;0;0,038859228;-0,005501863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,128131465;0;0;0;0;0;0;0;0;-0,068226323;0;0;0,040136316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,163579131;0;0;0;0,048107038;0;0;0,051515164;0;0,023360076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,072775157;0,090917665;0;0,06060407;0;0;-0,007409001;0;0;0;0,089620405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0,024627625;0;0,064172649;0;0;0;0;0;0;0;0;0;0;0;0;0,017413029;0;0;0;0
ZNF718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001175173;0;0;0;0;0;0;0;0;0,080763078;0;0;0;0,070297211;0;0;-0,197150376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,133721615;0;0;0;0;0;0;0;0;0;0,026085841;0;0;0;0;0;0;0;0;0;0;0;0;0,049926114;0;0;0;0,001117492;0;0;0;0,075813612;0;0;0;0;0;0;0;0;0;0;0;0,035686482;0;0;0;0;0,059849189;0;0;0,105215433;0;0;0;0;0;0;0;0;0;0,044503471;0;0;0;0;0;0;0,135882713;0;0;0;0;0;0,12166847;0,02650552;0;0;0;0;0;0;0,049052435;0;0;-0,077680332;0;0;0;0;0;0;0;0;0;0,033212665;-0,000377335;0;0,08728622;-1;0;0;0;0;0;0;0;0;0,042520279;0;0;0;0;0;0;0;0;0;0
